CELL_ID,X,Y
1,2423,201
2,2718,290
3,2852,292
4,2834,293
5,2782,295
6,2753,301
7,2819,302
8,2720,303
9,2643,302
10,2631,306
11,2657,305
12,2707,305
13,2856,304
14,2608,305
15,2782,306
16,2683,307
17,2619,309
18,3037,308
19,2548,312
20,2813,313
21,2526,314
22,2336,315
23,2973,314
24,2428,316
25,2857,317
26,2945,317
27,3053,317
28,2602,318
29,2704,319
30,2745,317
31,2793,319
32,2934,319
33,2494,318
34,2729,320
35,2384,323
36,2451,322
37,3045,324
38,3085,323
39,2651,324
40,2354,326
41,2299,327
42,2323,327
43,2993,325
44,2587,327
45,2605,328
46,2742,329
47,2816,328
48,2481,329
49,2793,331
50,2837,329
51,2971,331
52,3164,331
53,2371,332
54,2951,332
55,2494,333
56,2437,334
57,2642,334
58,2724,335
59,2771,333
60,3008,333
61,3143,334
62,3068,335
63,2703,337
64,2758,337
65,2301,338
66,2874,338
67,2906,338
68,2927,338
69,2282,338
70,2462,338
71,2675,339
72,2989,340
73,2337,341
74,2584,341
75,3017,341
76,2188,341
77,2652,342
78,2891,342
79,2842,344
80,3058,343
81,3154,344
82,3035,344
83,2270,346
84,2250,346
85,3082,346
86,2493,347
87,2360,348
88,2576,348
89,3098,348
90,2428,350
91,2475,350
92,3202,350
93,2599,351
94,2878,351
95,2127,353
96,2461,355
97,2744,353
98,2915,353
99,3070,353
100,2899,355
101,2933,356
102,2203,355
103,2833,356
104,3026,355
105,2170,355
106,2146,356
107,2636,356
108,3134,357
109,2983,358
110,3058,360
111,3244,359
112,2560,360
113,2248,360
114,2865,361
115,3224,361
116,2663,363
117,2495,364
118,2879,364
119,3151,365
120,2353,366
121,3014,366
122,2425,367
123,3096,366
124,2255,370
125,2152,369
126,2483,369
127,2639,369
128,3168,368
129,2097,369
130,2171,371
131,2184,370
132,2614,369
133,2853,369
134,2238,370
135,2922,373
136,2897,373
137,2909,373
138,3129,373
139,2803,373
140,2961,374
141,3106,374
142,2057,374
143,2076,375
144,2345,375
145,2672,375
146,3179,376
147,2282,376
148,2298,375
149,2471,375
150,2543,375
151,2596,376
152,2992,376
153,3081,375
154,3153,377
155,2331,377
156,2608,380
157,2861,378
158,2378,379
159,2634,381
160,2817,380
161,2883,381
162,3199,381
163,3030,380
164,3094,382
165,2151,383
166,3010,382
167,3263,382
168,2098,384
169,2452,382
170,2507,382
171,3069,383
172,2242,384
173,2556,384
174,2652,384
175,2834,385
176,2263,387
177,2465,387
178,2587,387
179,3122,387
180,2223,388
181,2348,388
182,2518,387
183,3143,387
184,2429,387
185,2970,389
186,2998,391
187,2533,392
188,3035,391
189,2083,392
190,2328,393
191,2671,392
192,3086,392
193,2567,393
194,2443,396
195,2864,394
196,3315,393
197,2308,394
198,2480,396
199,2933,395
200,3365,394
201,2371,396
202,2599,396
203,2069,397
204,3284,396
205,2976,400
206,2007,399
207,2160,401
208,2278,400
209,2294,400
210,2412,400
211,2459,402
212,3046,400
213,1991,401
214,3074,401
215,2839,403
216,2877,401
217,2902,402
218,3012,399
219,3092,404
220,3198,403
221,3261,402
222,2025,404
223,2220,403
224,2536,406
225,3160,405
226,3274,404
227,2261,405
228,2344,405
229,2631,406
230,3033,405
231,3054,404
232,2560,406
233,3140,406
234,3310,407
235,3178,406
236,2106,407
237,2571,407
238,2615,408
239,3108,407
240,3218,408
241,2660,410
242,2921,409
243,2548,410
244,2935,410
245,3243,409
246,3297,410
247,3416,411
248,2868,411
249,2882,412
250,3283,413
251,2300,415
252,2986,413
253,1944,413
254,2361,413
255,2484,413
256,3268,415
257,2284,414
258,2437,414
259,3010,416
260,3185,416
261,2010,418
262,2072,417
263,2116,416
264,1961,417
265,2413,417
266,2767,418
267,3452,415
268,2224,418
269,2858,419
270,3090,417
271,3122,421
272,2387,419
273,2400,420
274,2159,422
275,2208,421
276,2270,422
277,2548,422
278,3465,421
279,1934,423
280,2470,422
281,2501,423
282,2718,422
283,2792,423
284,2927,425
285,3246,424
286,2742,423
287,2899,423
288,3055,424
289,3101,424
290,2888,426
291,3281,424
292,2968,425
293,1903,427
294,2342,427
295,2373,428
296,2421,427
297,2490,427
298,3003,427
299,3027,427
300,1920,428
301,2046,427
302,2286,429
303,2478,430
304,2668,428
305,3266,429
306,2461,430
307,3084,430
308,2093,431
309,2190,431
310,2315,430
311,2619,431
312,2649,431
313,2689,432
314,2848,433
315,2907,432
316,1879,433
317,2261,433
318,2388,438
319,3180,434
320,2806,433
321,3042,434
322,3106,435
323,3463,435
324,2112,434
325,2518,434
326,3280,436
327,1934,436
328,2236,435
329,2301,435
330,2735,437
331,2950,436
332,3366,435
333,1976,436
334,2400,437
335,2877,437
336,2009,440
337,2486,439
338,2607,438
339,2073,438
340,2214,440
341,2582,439
342,2677,440
343,3212,438
344,3333,437
345,1842,440
346,2935,440
347,3001,439
348,3032,440
349,3066,440
350,3302,439
351,2411,441
352,2551,442
353,2438,441
354,3225,441
355,2980,442
356,3136,442
357,3168,444
358,3243,443
359,2045,444
360,2276,444
361,2330,444
362,3051,444
363,3277,445
364,1920,445
365,2660,445
366,3091,446
367,3203,445
368,1987,446
369,2099,447
370,2498,445
371,2900,447
372,3155,446
373,2137,447
374,2534,447
375,3108,446
376,1903,448
377,2265,449
378,2302,449
379,2454,449
380,2636,446
381,2816,448
382,3399,447
383,3504,447
384,2249,449
385,2512,448
386,2621,450
387,2745,450
388,3033,449
389,2228,452
390,2318,451
391,2424,450
392,2487,449
393,3483,450
394,2184,452
395,2967,451
396,2998,451
397,1831,451
398,2065,451
399,2161,451
400,2609,453
401,3266,452
402,2024,452
403,2765,453
404,3528,453
405,2719,454
406,2917,455
