CELL_ID,X,Y
1,2883,92
2,2867,97
3,2806,99
4,3617,102
5,2681,134
6,2402,156
7,2918,162
8,2610,163
9,2596,166
10,2654,168
11,2642,171
12,2906,172
13,2586,175
14,2892,174
15,2926,174
16,2953,174
17,2664,175
18,2878,174
19,2571,176
20,2679,178
21,2716,177
22,2807,180
23,2516,181
24,2552,182
25,2731,182
26,2829,183
27,2872,187
28,2466,187
29,2718,190
30,2950,189
31,2411,190
32,2485,189
33,2921,190
34,2837,192
35,2423,192
36,2439,194
37,2507,196
38,3039,196
39,3058,195
40,2495,197
41,2463,200
42,3069,199
43,2480,201
44,2804,200
45,2930,202
46,3081,202
47,2884,203
48,2706,203
49,2762,205
50,2738,207
51,3168,207
52,2412,209
53,2548,209
54,2662,207
55,2716,208
56,2906,209
57,3090,209
58,3135,210
59,2818,211
60,3151,211
61,2925,212
62,3217,212
63,2433,214
64,2461,213
65,2778,212
66,2584,213
67,2806,215
68,2353,216
69,2702,216
70,2447,217
71,3066,215
72,3108,216
73,3182,216
74,2650,216
75,2755,219
76,3234,219
77,2484,218
78,2729,219
79,2942,218
80,2473,221
81,2633,220
82,2835,220
83,2892,220
84,2917,221
85,2965,218
86,2858,221
87,2717,223
88,2795,222
89,3042,220
90,3081,223
91,3201,224
92,2522,224
93,2559,224
94,3056,226
95,2848,231
96,3097,228
97,3253,227
98,2882,229
99,2967,230
100,2485,230
101,2779,229
102,2953,230
103,3069,229
104,2673,228
105,2284,231
106,2989,230
107,2328,231
108,2611,231
109,2736,232
110,3026,232
111,3154,231
112,3138,233
113,3316,232
114,2395,233
115,2763,235
116,2916,235
117,3272,233
118,2268,234
119,2409,233
120,2587,234
121,2659,234
122,2859,235
123,2873,234
124,2978,234
125,3044,236
126,3171,235
127,2548,236
128,2647,235
129,2722,237
130,3116,235
131,2492,236
132,2892,236
133,3079,237
134,2354,238
135,2790,239
136,3297,236
137,2567,239
138,2752,238
139,2370,240
140,2507,239
141,3001,240
142,3061,241
143,3219,240
144,3284,240
145,2523,242
146,2836,241
147,2429,242
148,2684,242
149,3048,244
150,2740,245
151,2818,244
152,3153,244
153,2246,244
154,2882,245
155,3318,245
156,3335,244
157,2262,246
158,2581,247
159,2664,247
160,2712,246
161,2856,246
162,2313,247
163,2110,248
164,2129,248
165,2487,249
166,2652,248
167,2898,247
168,2951,248
169,3028,247
170,3110,248
171,2407,250
172,2601,249
173,2627,248
174,2698,248
175,2930,249
176,2153,249
177,2326,250
178,3039,251
179,2098,250
180,2535,251
181,2674,251
182,3075,251
183,2278,253
184,2992,252
185,3095,252
186,2551,253
187,3301,253
188,2353,253
189,3138,253
190,2563,254
191,2721,255
192,2762,254
193,3183,255
194,2118,257
195,2253,256
196,2390,256
197,2473,255
198,2825,257
199,3357,255
200,2782,256
201,2943,258
202,2964,258
203,3254,257
204,2231,258
205,2458,255
206,3024,258
207,2136,260
208,2177,259
209,2306,259
210,2522,260
211,2631,259
212,2914,259
213,2579,260
214,2889,261
215,2607,262
216,2682,261
217,3122,263
218,2157,262
219,2799,262
220,2211,261
221,2331,264
222,2732,263
223,2849,262
224,2354,265
225,2451,263
226,2702,262
227,2751,264
228,3274,263
229,3399,263
230,3428,265
231,2254,268
232,2503,267
233,3003,266
234,2061,269
235,2543,269
236,2236,270
237,2441,270
238,2490,269
239,2569,269
240,2774,270
241,2862,272
242,3020,269
243,3208,269
244,2637,269
245,2904,271
246,3230,270
247,2027,269
248,2155,271
249,2472,272
250,2787,271
251,2985,271
252,3412,271
253,2588,272
254,2691,272
255,2927,272
256,3260,272
257,2083,274
258,2615,274
259,2721,273
260,3033,272
261,3317,273
262,2459,274
263,2660,274
264,2703,274
265,2278,275
266,2377,275
267,3066,275
268,3343,274
269,3247,277
270,2185,277
271,2322,276
272,2351,278
273,2836,277
274,2945,276
275,2524,278
276,2760,277
277,3115,277
278,3451,277
279,2407,275
280,3101,279
281,3277,280
282,2006,280
283,2019,280
284,3041,281
285,3051,279
286,2636,281
287,2678,282
288,2213,281
289,2560,282
290,2890,282
291,2996,285
292,2152,284
293,2696,285
294,2820,283
295,3014,283
296,2064,283
297,2501,285
298,2791,284
299,3086,283
300,3129,285
301,3155,283
302,2906,285
303,3026,286
304,3261,285
305,3342,287
306,3375,286
307,1998,286
308,2367,287
309,2604,286
310,2708,288
311,2039,288
312,2124,288
313,2488,288
314,3303,289
315,1970,289
316,2333,290
317,2808,290
318,2923,289
319,2951,290
320,3074,290
321,2029,291
322,2456,292
323,2773,290
324,3172,292
325,3330,291
326,2544,292
327,2645,291
328,3363,292
329,1935,294
330,1984,294
331,2049,294
332,2573,293
333,2624,293
334,3478,294
335,2014,295
336,2086,294
337,2208,294
338,2424,290
339,2833,295
340,2880,294
341,3116,294
342,2478,296
343,2687,296
344,3189,294
345,2071,296
346,2220,296
347,2588,297
348,2721,297
349,3203,295
350,2000,298
351,2236,296
352,3087,298
353,3260,298
354,2198,300
355,2662,298
356,3242,298
357,3290,299
358,3428,297
359,3502,297
360,1962,299
361,2858,299
362,2956,298
363,3338,300
364,2183,300
365,2526,300
366,2743,299
367,2896,301
368,2989,300
369,3011,300
370,3049,300
371,3125,300
372,2939,301
373,2606,303
374,3155,303
375,3218,302
376,2503,302
377,3463,302
378,2266,303
379,2057,306
380,2107,304
381,2642,305
382,3028,304
383,3103,305
384,3141,307
385,2016,306
386,2215,305
387,2401,308
388,2787,305
389,3275,306
390,3511,306
391,2093,308
392,2127,307
393,2154,307
394,2430,307
395,2695,306
396,3386,307
397,2003,309
398,2335,308
399,3189,309
400,3230,308
401,1908,308
402,2974,309
403,3348,308
404,3368,310
405,1976,311
406,2351,308
407,2622,310
408,2759,309
409,2917,310
410,3306,309
411,2465,313
412,3130,311
413,3203,311
414,3326,310
415,3500,310
416,2495,313
417,2798,312
418,3250,312
419,3403,312
420,3415,311
421,2035,314
422,2374,313
423,3214,314
424,2023,315
425,2166,314
426,2552,314
427,2578,313
428,2710,315
429,2774,315
430,2850,316
431,2956,315
432,3467,314
433,3522,313
434,2645,316
435,3019,315
436,2440,317
437,2512,316
438,1955,317
439,2218,318
440,2683,318
441,2733,317
442,3429,317
443,1992,318
444,2065,317
445,2359,319
446,2531,318
447,2828,318
448,2997,318
449,3308,319
450,3485,318
451,3511,318
452,2237,319
453,2564,319
454,2597,319
455,3103,320
456,3296,316
457,3451,318
458,2281,318
459,2392,319
460,2631,321
461,3084,321
462,3335,318
463,2144,321
464,2753,322
465,3350,322
466,2084,321
467,2259,322
468,2489,323
469,3060,322
470,3289,324
471,3570,321
472,2615,322
473,3027,324
474,3130,322
475,3251,324
476,3414,324
477,3499,325
478,3530,323
479,2191,324
480,2205,324
481,2321,322
482,2339,326
483,2379,324
484,2664,324
485,2789,325
486,3271,325
487,3320,325
488,3397,326
489,2115,325
490,2931,326
491,1923,327
492,1946,327
493,2177,327
494,2515,327
495,2551,327
496,3383,327
497,3438,327
498,2291,327
499,2413,328
500,2579,329
501,3184,327
502,1867,329
503,2697,330
504,2811,327
505,2892,326
506,3236,328
507,3359,329
508,3463,329
509,3578,328
510,1891,330
511,2064,330
512,2650,331
513,2841,331
514,2868,330
515,2039,331
516,2161,332
517,2400,330
518,2983,330
519,3338,332
520,2608,332
521,2738,333
522,3103,333
523,3260,332
524,2080,332
525,2098,333
526,2620,333
527,3409,333
528,2564,335
529,3013,334
530,3036,335
531,3161,334
532,3199,333
533,1903,335
534,1941,334
535,2021,335
536,2529,336
537,2999,336
538,3118,335
539,1977,335
540,2380,336
541,2634,338
542,2968,335
543,3135,337
544,3148,337
545,3506,336
546,3525,336
547,3588,337
548,1878,337
549,2074,340
550,2432,337
551,3222,336
552,3433,339
553,1849,338
554,2275,338
555,2800,346
556,3247,338
557,3351,338
558,1929,339
559,1954,337
560,2120,339
561,2141,338
562,2301,339
563,2354,338
564,3056,339
565,3607,339
566,2287,341
567,2546,340
568,2856,342
569,3178,340
570,3283,340
571,1995,340
572,2600,341
573,2835,342
574,3447,341
575,2318,343
576,2908,343
577,2958,342
578,2110,344
579,2398,346
580,2765,342
581,3209,343
582,3302,342
583,3390,342
584,3461,343
