CELL_ID,X,Y
1,2594,11
2,2514,17
3,2492,22
4,2720,22
5,2629,25
6,2609,29
7,2748,28
8,2688,35
9,2466,44
10,2582,44
11,2642,44
12,2806,48
13,2619,50
14,2681,51
15,2763,53
16,2593,60
17,2764,67
18,2354,70
19,2627,74
20,2886,73
21,2862,75
22,2755,78
23,2308,80
24,2931,83
25,2695,88
26,2604,92
27,2863,93
28,3066,92
29,2658,94
30,2946,97
31,3151,102
32,3107,109
33,3193,110
34,2895,111
35,2953,115
36,3178,120
37,2676,127
38,2720,126
39,2437,129
40,3119,129
41,2966,131
42,2751,136
43,2275,137
44,2192,142
45,2249,142
46,2889,142
47,2916,145
48,2941,146
49,2705,151
50,2216,152
51,2310,151
52,3240,156
53,2752,160
54,3278,159
55,2196,161
56,2892,162
57,2291,163
58,2468,167
59,3298,165
60,2001,169
61,2327,169
62,2944,169
63,2867,173
64,2607,176
65,3186,177
66,2394,178
67,2019,182
68,2169,181
69,2273,180
70,2888,182
71,3287,183
72,3312,182
73,3328,184
74,1972,186
75,2774,186
76,2338,187
77,2207,189
78,2859,191
79,2533,191
80,1949,193
81,2056,193
82,2587,194
83,1993,197
84,2912,201
85,1979,202
86,3246,203
87,2150,205
88,2390,204
89,3260,205
90,2858,208
91,2130,208
92,2197,207
93,3405,207
94,2334,210
95,2370,210
96,2507,210
97,2898,214
98,1808,216
99,2407,216
100,3350,219
101,1782,218
102,2650,218
103,3366,220
104,3410,221
105,2047,222
106,2108,221
107,1941,225
108,2743,223
109,2314,225
110,2189,226
111,2564,225
112,1957,227
113,3477,227
114,3431,228
115,3450,234
116,2170,237
117,2647,235
118,2857,236
119,2614,238
120,2211,239
121,2773,238
122,2585,240
123,1872,241
124,2565,244
125,2084,243
126,2296,243
127,3315,244
128,2440,245
129,2876,248
130,2752,249
131,2184,250
132,2377,251
133,1968,252
134,2150,251
135,2353,252
136,2679,250
137,2017,253
138,2394,252
139,2595,252
140,3492,254
141,2068,259
142,2230,258
143,2625,258
144,3228,261
145,3471,260
146,1850,262
147,2133,260
148,2579,263
149,2990,261
150,2306,264
151,3201,263
152,3139,267
153,3401,268
154,2643,270
155,1974,273
156,2675,273
157,2126,276
158,1676,277
159,1778,276
160,1713,277
161,1732,277
162,2143,279
163,2851,279
164,2040,282
165,2160,284
166,2319,285
167,1642,287
168,1753,286
169,3160,289
170,1656,289
171,2252,292
172,2465,294
173,1795,296
174,3203,296
175,1636,299
176,3223,298
177,3178,300
178,2181,301
179,2269,301
180,3144,302
181,2634,304
182,2985,305
183,2769,306
184,3196,307
185,3327,309
186,2295,310
187,2506,312
188,1613,316
189,1752,316
190,2187,316
191,2254,316
192,2648,317
193,2206,320
194,2453,320
195,2553,321
196,2034,322
197,2119,321
198,2137,321
199,2484,322
200,1569,323
201,1964,326
202,2507,326
203,2092,329
204,2425,330
205,3150,329
206,2298,330
207,3558,330
208,1628,332
209,1531,334
210,2661,334
211,3587,335
212,1853,336
213,2222,336
214,1778,337
215,1989,336
216,2055,337
217,3114,339
218,3459,339
219,3169,341
220,3436,342
221,2204,342
222,2696,342
223,2794,344
224,3207,344
225,3403,346
226,1939,348
227,3222,347
228,1642,348
229,2002,348
230,3351,348
231,3624,348
232,1668,352
233,1821,352
234,3506,353
235,1899,353
236,1610,356
237,2165,355
238,2455,357
239,2540,356
240,1853,359
241,3648,358
242,1519,359
243,1880,361
244,2820,359
245,2839,361
246,3255,359
247,1989,363
248,3305,362
249,1539,364
250,3022,364
251,3578,364
252,2755,366
253,3617,366
254,1734,366
255,1773,366
256,2702,367
257,3547,367
258,2226,367
259,2508,368
260,3592,368
261,1662,369
262,2188,369
263,2482,369
264,2890,370
265,1967,372
266,2548,372
267,3327,373
268,3665,372
269,2436,374
270,2283,376
271,2669,375
272,3142,373
273,3642,374
274,1641,376
275,2241,376
276,3229,377
277,3267,377
278,3302,377
279,2816,379
280,3012,376
281,3577,377
282,1571,379
283,1702,378
284,3240,381
285,1758,380
286,1940,380
287,1979,381
288,3127,381
289,3430,380
290,1546,384
291,1819,381
292,3318,383
293,2065,384
294,3214,385
295,3403,385
296,3604,387
297,2043,385
298,2928,384
299,2712,387
300,2758,388
301,3565,387
302,1612,389
303,2579,389
304,3170,390
305,3251,389
306,3549,389
307,3665,389
308,1468,391
309,1909,390
310,3094,392
311,3465,392
312,2546,393
313,3647,393
314,1678,395
315,1773,395
316,2333,394
317,2780,395
318,3620,397
319,2099,392
320,2241,397
321,2913,396
322,3540,399
323,2039,400
324,2266,400
325,3161,400
326,1938,401
327,2145,399
328,2498,403
329,2612,401
330,3233,402
331,3331,400
332,1590,403
333,2128,403
334,2206,402
335,2941,401
336,1375,403
337,2590,405
338,3254,404
339,3372,404
340,3585,404
341,1890,405
342,2287,405
343,3403,405
344,2076,406
345,1813,407
346,1854,409
347,1982,409
348,2521,410
349,3030,408
350,3119,410
351,1397,411
352,2096,411
353,2896,410
354,3095,412
355,2347,413
356,3641,413
357,2112,415
358,2673,415
359,2772,415
360,1876,417
361,2931,416
362,2954,417
363,2237,417
364,2461,417
365,3578,418
366,1829,420
367,2748,419
368,3061,419
369,3160,418
370,3563,418
371,1668,420
372,2124,421
373,2148,421
374,2851,421
375,2994,425
376,3373,422
377,2708,423
378,2833,425
379,1695,425
