CELL_ID,ACE2,C1QC,C3a,C3aR,C3d,C4d,C5aR,C9,CD107a,CD11b,CD11c,CD141,CD183,CD196,CD21,CD227,CD25,CD31,CD35,CD38,CD45,CD46,CD55,CD68,Clusterin,CollagenIV,DAPI,EpCAM,FoxP3,GranzymeB,ICOS,MASP2,Nestin,PD1,Perlecan,RORgammaT,SC5b9,SPP1,TFAM,VWF,aSMA,bCatenin1
1,30.80500030517578,135.6540069580078,19.826000213623047,22.56399917602539,137.56900024414062,56.34600067138672,80.01499938964844,121.9229965209961,89.47200012207031,44.20800018310547,40.249000549316406,18.731000900268555,614.35400390625,37.56700134277344,96.34100341796875,224.66400146484375,25.33300018310547,22.073999404907227,30.150999069213867,64.46900177001953,128.5030059814453,215.2969970703125,22.472000122070312,46.39500045776367,57.14400100708008,184.23599243164062,303.8489990234375,26.732999801635742,22.514999389648438,25.358999252319336,65.75599670410156,27.30500030517578,30.92099952697754,19.16699981689453,43.54600143432617,1370.3489990234375,56.387001037597656,137.89700317382812,193.78700256347656,56.0,69.30999755859375,161.39700317382812
2,40.26900100708008,47.361000061035156,20.305999755859375,35.84700012207031,82.00499725341797,49.630001068115234,81.54199981689453,71.83799743652344,51.5369987487793,34.8380012512207,29.9950008392334,32.94900131225586,389.5140075683594,41.04199981689453,50.7869987487793,129.7270050048828,21.351999282836914,22.906999588012695,28.972000122070312,68.21800231933594,37.625,72.59300231933594,23.527999877929688,43.61600112915039,19.805999755859375,140.33799743652344,178.25,17.597000122070312,20.486000061035156,24.347000122070312,86.36599731445312,28.54199981689453,25.981000900268555,17.07900047302246,35.35599899291992,855.218017578125,69.125,70.12000274658203,69.49099731445312,36.98099899291992,64.3239974975586,55.494998931884766
3,35.82500076293945,441.25799560546875,30.841999053955078,34.0099983215332,87.50199890136719,55.45800018310547,64.53700256347656,232.76499938964844,158.22000122070312,42.28499984741211,33.237998962402344,25.610000610351562,1254.9599609375,33.45199966430664,135.45799255371094,28.601999282836914,30.299999237060547,20.55500030517578,28.922000885009766,79.43800354003906,189.98500061035156,345.68499755859375,24.378000259399414,47.369998931884766,45.38199996948242,537.1500244140625,145.88499450683594,20.011999130249023,18.601999282836914,27.062000274658203,69.50800323486328,27.29199981689453,94.22799682617188,27.81800079345703,54.994998931884766,913.2620239257812,45.762001037597656,138.85499572753906,215.02000427246094,92.697998046875,104.33000183105469,262.37200927734375
4,47.768001556396484,131.1219940185547,30.34600067138672,29.152999877929688,115.72799682617188,50.62799835205078,72.58000183105469,123.37899780273438,144.08399963378906,42.17300033569336,35.52899932861328,23.930999755859375,533.8040161132812,26.8799991607666,105.49400329589844,428.0610046386719,28.45800018310547,23.841999053955078,22.594999313354492,89.64900207519531,116.74299621582031,414.9620056152344,25.30500030517578,41.770999908447266,30.7810001373291,149.656005859375,301.9670104980469,28.1299991607666,17.260000228881836,28.746000289916992,55.08700180053711,26.929000854492188,25.518999099731445,22.427000045776367,46.750999450683594,679.7990112304688,49.8650016784668,346.4909973144531,422.8420104980469,82.27200317382812,86.48600006103516,194.125
5,35.678001403808594,151.3769989013672,30.433000564575195,31.993999481201172,98.82099914550781,48.361000061035156,75.42500305175781,127.94100189208984,116.13600158691406,37.51499938964844,40.45800018310547,22.374000549316406,626.3720092773438,35.584999084472656,120.86399841308594,741.8259887695312,30.29199981689453,30.917999267578125,26.15999984741211,140.3040008544922,244.51800537109375,532.4630126953125,26.531999588012695,48.277000427246094,27.506999969482422,152.052001953125,216.3990020751953,28.892000198364258,18.500999450683594,21.726999282836914,68.65799713134766,25.384000778198242,21.378999710083008,23.566999435424805,36.446998596191406,826.60400390625,47.520999908447266,179.1300048828125,424.2040100097656,78.44100189208984,80.9540023803711,271.74200439453125
6,41.25600051879883,175.91000366210938,29.825000762939453,31.739999771118164,130.69900512695312,63.49300003051758,83.01899719238281,150.0540008544922,196.2259979248047,43.433998107910156,38.220001220703125,21.996999740600586,762.5130004882812,34.737998962402344,131.04800415039062,608.9089965820312,31.86199951171875,25.083999633789062,22.635000228881836,125.95999908447266,166.052001953125,520.3499755859375,23.284000396728516,43.5629997253418,30.20199966430664,150.5030059814453,258.4429931640625,34.36199951171875,19.259000778198242,20.51300048828125,68.30999755859375,24.93600082397461,23.503999710083008,21.270999908447266,41.823001861572266,794.0850219726562,47.762001037597656,234.39199829101562,604.5130004882812,71.63500213623047,106.55699920654297,344.2439880371094
7,30.06100082397461,529.0,29.683000564575195,27.013999938964844,123.0510025024414,52.88399887084961,91.13999938964844,147.21499633789062,101.12000274658203,44.349998474121094,36.86199951171875,26.19099998474121,1294.7679443359375,33.89400100708008,93.86199951171875,21.575000762939453,28.051000595092773,24.94099998474121,27.6200008392334,91.6500015258789,181.75599670410156,170.1179962158203,26.63800048828125,45.42300033569336,45.5260009765625,82.79100036621094,170.97000122070312,20.360000610351562,18.55500030517578,19.145999908447266,75.51599884033203,30.051000595092773,106.35600280761719,29.542999267578125,38.72999954223633,857.541015625,45.53499984741211,115.15899658203125,184.83299255371094,61.03900146484375,72.0,167.01400756835938
8,39.60900115966797,675.2529907226562,31.10700035095215,30.94099998474121,111.27300262451172,32.20100021362305,66.7509994506836,179.36000061035156,201.4739990234375,32.948001861572266,40.68199920654297,28.457000732421875,1806.698974609375,40.542999267578125,133.04800415039062,28.750999450683594,42.7400016784668,31.131000518798828,23.888999938964844,94.3290023803711,260.1730041503906,434.05499267578125,27.291000366210938,52.875,55.67100143432617,97.44999694824219,163.3249969482422,20.253000259399414,14.854999542236328,24.632999420166016,61.57400131225586,31.511999130249023,163.04800415039062,23.04800033569336,52.27299880981445,893.4530029296875,41.66400146484375,153.79600524902344,372.7019958496094,117.13800048828125,74.52899932861328,254.74000549316406
9,47.55500030517578,172.26300048828125,26.757999420166016,24.121999740600586,145.93499755859375,79.7490005493164,69.19400024414062,143.08299255371094,149.67999267578125,38.29499816894531,39.652000427246094,21.523000717163086,967.1680297851562,39.90299987792969,127.15699768066406,410.760009765625,30.05299949645996,32.486000061035156,24.948999404907227,137.41200256347656,153.28599548339844,456.5299987792969,27.354999542236328,45.04600143432617,27.990999221801758,85.62200164794922,319.34600830078125,31.099000930786133,18.7810001373291,24.292999267578125,60.16600036621094,30.937999725341797,25.422000885009766,22.843000411987305,44.7239990234375,849.4080200195312,49.707000732421875,282.1940002441406,650.4559936523438,69.37300109863281,76.697998046875,295.7439880371094
10,38.513999938964844,234.9080047607422,28.996999740600586,29.507999420166016,155.20399475097656,84.56900024414062,87.99500274658203,119.75700378417969,262.7650146484375,40.47700119018555,36.066001892089844,26.045000076293945,1123.1070556640625,40.81100082397461,162.4219970703125,332.25,30.441999435424805,26.82200050354004,24.211000442504883,106.00900268554688,190.95899963378906,470.89898681640625,27.53499984741211,50.944000244140625,28.98200035095215,77.5719985961914,365.07501220703125,29.631999969482422,18.66699981689453,24.82200050354004,68.55400085449219,26.930999755859375,25.976999282836914,23.94300079345703,45.69200134277344,935.135986328125,55.88100051879883,285.0060119628906,741.1840209960938,81.06600189208984,69.88800048828125,301.27301025390625
