CELL_ID,X,Y
1,2170,6
2,2388,6
3,2316,8
4,2340,9
5,2479,9
6,2415,14
7,2224,16
8,2445,17
9,2262,20
10,2335,21
11,2126,26
12,2153,27
13,2513,30
14,2429,33
15,2659,35
16,2469,38
17,2620,37
18,2602,40
19,2638,41
20,2330,42
21,2274,44
22,2668,47
23,2067,48
24,2198,49
25,2163,50
26,2227,55
27,2685,53
28,2346,58
29,2317,57
30,2584,61
31,2731,62
32,2129,63
33,2539,64
34,2495,66
35,2403,68
36,2609,67
37,2159,70
38,2300,70
39,2472,66
40,2062,74
41,2514,76
42,2572,77
43,2535,79
44,2323,81
45,2459,78
46,2145,83
47,2769,83
48,2038,84
49,2396,84
50,2117,86
51,2427,87
52,2683,88
53,2227,89
54,2598,90
55,2343,93
56,2499,92
57,2061,94
58,2082,94
59,2407,96
60,2803,96
61,2301,97
62,2463,98
63,2445,101
64,2367,101
65,2513,103
66,2569,102
67,2632,102
68,2745,101
69,2479,104
70,2023,108
71,2131,107
72,2826,106
73,2215,111
74,2418,113
75,2458,115
76,2303,116
77,2567,116
78,2587,115
79,1983,117
80,2085,120
81,2639,121
82,2704,121
83,2152,123
84,2498,122
85,2474,127
86,2741,130
87,2128,131
88,2656,131
89,2301,133
90,2629,136
91,2242,137
92,2519,137
93,2609,136
94,2219,137
95,2357,140
96,2724,141
97,2191,144
98,2325,140
99,1999,143
100,2087,145
101,2409,144
102,2770,147
103,2433,147
104,2811,146
105,2127,149
106,2668,147
107,2467,149
108,1968,152
109,2693,151
110,2021,152
111,2565,153
112,2742,155
113,2265,156
114,2288,154
115,2494,157
116,2711,156
117,2842,158
118,2345,160
119,2314,163
120,2423,162
121,2761,165
122,2465,167
123,2805,165
124,2017,169
125,2249,168
126,2512,169
127,2175,170
128,2632,170
129,2439,172
130,2597,171
131,2285,178
132,2523,179
133,2689,180
134,2807,182
135,2219,180
136,2583,181
137,2090,181
138,2775,182
139,2414,185
140,2335,187
141,2511,189
142,2615,189
143,2003,190
144,2116,190
145,2489,192
146,2554,197
147,2599,197
148,2276,197
149,2462,198
150,2784,199
151,2837,201
152,2915,201
153,2816,201
154,2180,204
155,2429,204
156,2626,205
157,2730,204
158,2886,206
159,2862,206
160,2205,208
161,2324,208
162,3180,209
163,2106,210
164,1992,211
165,2084,209
166,2641,211
167,2480,213
168,2542,212
169,2570,214
170,3148,215
171,2128,215
172,2612,217
173,2685,216
174,2665,221
175,2731,225
176,2800,226
177,2192,230
178,2771,230
179,2856,230
180,2564,233
181,2900,233
182,2972,232
183,2255,233
184,1945,235
185,2349,236
186,2654,236
187,2451,238
188,2097,237
189,2138,239
190,2071,239
191,2765,242
192,2942,243
193,2286,244
194,2676,246
195,2637,248
196,1987,253
197,2656,253
198,2508,256
199,2758,255
200,2849,256
201,2588,258
202,1925,259
203,2236,258
204,2391,257
205,2159,259
206,2701,262
207,2870,260
208,3208,262
209,3245,261
210,2186,264
211,2302,263
212,2566,264
213,2072,264
214,2212,264
215,2487,265
216,2472,266
217,2999,266
218,2363,269
219,3126,268
220,2549,270
221,2715,269
222,2884,270
223,3061,271
224,2738,274
225,3046,274
226,2659,274
227,2797,274
228,2866,273
229,2944,274
230,3083,274
231,3184,274
232,3329,275
233,2514,274
234,3015,274
235,1934,280
236,2922,281
237,3130,283
238,1880,285
239,1907,284
240,2037,286
241,2821,286
242,3363,285
243,2310,288
244,2756,288
245,2628,288
246,2996,288
247,3053,288
248,3249,287
249,2514,291
250,3334,289
251,2064,291
252,3201,291
253,2105,292
254,2129,292
255,2662,293
256,2967,292
257,1964,295
258,2406,295
259,2692,296
260,2149,296
261,2493,297
262,2862,297
