CELL_ID,ACE2,C1QC,C3a,C3aR,C3d,C4d,C5aR,C9,CD107a,CD11b,CD11c,CD141,CD183,CD196,CD21,CD227,CD25,CD31,CD35,CD38,CD45,CD46,CD55,CD68,Clusterin,CollagenIV,DAPI,EpCAM,FoxP3,GranzymeB,ICOS,MASP2,Nestin,PD1,Perlecan,RORgammaT,SC5b9,SPP1,TFAM,VWF,aSMA,bCatenin1
1,26.200000762939453,428.89300537109375,31.45400047302246,34.27799987792969,147.0590057373047,65.91200256347656,49.36600112915039,168.53700256347656,435.2980041503906,31.707000732421875,36.220001220703125,17.868000030517578,2282.39990234375,38.87300109863281,169.6199951171875,2518.26806640625,28.034000396728516,17.26799964904785,18.511999130249023,41.84400177001953,235.072998046875,738.1849975585938,30.989999771118164,35.516998291015625,38.10200119018555,41.95100021362305,277.0539855957031,22.73200035095215,23.604999542236328,20.0049991607666,66.02400207519531,19.35099983215332,37.03900146484375,23.062999725341797,24.638999938964844,1434.81005859375,33.65399932861328,270.3320007324219,334.6780090332031,124.37999725341797,197.48300170898438,224.09800720214844
2,46.17100143432617,6912.6240234375,30.14699935913086,86.49400329589844,140.906005859375,103.64099884033203,41.229000091552734,542.6710205078125,152.82899475097656,43.68199920654297,29.05299949645996,30.141000747680664,6134.52392578125,79.83499908447266,211.7760009765625,50.35900115966797,35.75299835205078,33.8650016784668,23.694000244140625,39.452999114990234,456.7239990234375,696.3820190429688,32.47600173950195,38.75299835205078,168.05299377441406,599.906005859375,277.2590026855469,19.55299949645996,18.988000869750977,25.253000259399414,94.64700317382812,24.240999221801758,162.84100341796875,28.371000289916992,29.240999221801758,1708.5880126953125,32.37099838256836,387.5350036621094,571.1179809570312,112.65899658203125,162.91799926757812,444.7179870605469
3,38.327999114990234,6144.2412109375,23.826000213623047,63.80099868774414,77.29000091552734,61.797000885009766,55.88399887084961,494.7179870605469,123.63099670410156,29.42300033569336,32.88800048828125,36.4900016784668,5077.36083984375,45.5099983215332,134.531005859375,46.11600112915039,29.606000900268555,35.9630012512207,25.398000717163086,32.95899963378906,363.7720031738281,889.593017578125,32.88399887084961,40.70100021362305,158.04100036621094,695.427001953125,160.77200317382812,21.0,21.011999130249023,19.929000854492188,78.56800079345703,26.58099937438965,157.67599487304688,22.50200080871582,40.04999923706055,1351.866943359375,35.992000579833984,234.1699981689453,610.4359741210938,102.02100372314453,199.24099731445312,379.47698974609375
4,23.680999755859375,276.9020080566406,26.20599937438965,25.67300033569336,108.35399627685547,65.76499938964844,28.54400062561035,155.6909942626953,909.551025390625,26.368999481201172,25.638999938964844,14.71500015258789,1652.2449951171875,39.50400161743164,130.4459991455078,1747.541015625,23.235000610351562,19.64900016784668,17.01799964904785,28.45599937438965,168.28199768066406,268.7070007324219,22.177000045776367,32.74399948120117,39.3849983215332,52.04999923706055,171.27699279785156,20.551000595092773,21.26099967956543,20.400999069213867,56.03200149536133,25.131999969482422,34.65700149536133,17.375,33.09000015258789,1061.4410400390625,31.422000885009766,212.68299865722656,306.593994140625,73.26899719238281,91.2509994506836,161.74899291992188
5,18.364999771118164,37.98400115966797,26.933000564575195,20.74799919128418,93.31600189208984,40.55799865722656,22.798999786376953,759.2869873046875,138.2729949951172,25.426000595092773,25.768999099731445,30.29800033569336,888.14697265625,37.19599914550781,57.98400115966797,29.054000854492188,25.479999542236328,91.8949966430664,18.863000869750977,30.691999435424805,44.1150016784668,243.94900512695312,17.429000854492188,29.69700050354004,55.75899887084961,318.7669982910156,372.7669982910156,14.090999603271484,14.428999900817871,20.715999603271484,23.56800079345703,24.650999069213867,66.30799865722656,16.948999404907227,27.913999557495117,1203.6219482421875,20.676000595092773,128.46099853515625,142.093994140625,46.46099853515625,514.989013671875,71.33799743652344
6,31.77199935913086,39.4379997253418,26.569000244140625,28.670000076293945,55.99300003051758,71.32599639892578,31.131000518798828,12181.5693359375,63.433998107910156,27.969999313354492,23.733999252319336,85.07099914550781,472.5320129394531,37.4379997253418,71.4530029296875,28.974000930786133,12.644000053405762,44.4640007019043,31.482999801635742,33.36000061035156,44.654998779296875,400.52398681640625,26.326000213623047,28.18400001525879,2419.156982421875,586.3259887695312,186.05999755859375,25.02199935913086,23.509000778198242,32.16899871826172,35.72700119018555,26.33300018310547,92.83100128173828,18.40399932861328,26.490999221801758,480.0,55.321998596191406,62.37799835205078,92.79399871826172,86.19499969482422,294.7720031738281,138.89100646972656
7,30.81100082397461,3525.22412109375,27.868000030517578,37.854000091552734,62.27799987792969,32.31700134277344,33.750999450683594,78.86499786376953,119.2490005493164,37.29499816894531,22.757999420166016,23.968000411987305,2838.840087890625,43.757999420166016,86.18900299072266,36.3380012512207,23.302000045776367,29.195999145507812,24.349000930786133,28.53700065612793,330.1990051269531,145.0500030517578,32.893001556396484,28.32699966430664,49.45899963378906,120.8010025024414,63.35599899291992,23.562000274658203,26.472999572753906,16.972000122070312,45.7859992980957,12.64799976348877,78.37000274658203,30.420000076293945,28.356000900268555,619.0780029296875,24.77199935913086,202.0709991455078,363.31298828125,70.16400146484375,50.4630012512207,175.05299377441406
8,22.604000091552734,24.975000381469727,19.47800064086914,19.73900032043457,37.74100112915039,25.30699920654297,29.01799964904785,35.979000091552734,20.47599983215332,23.41900062561035,21.94700050354004,18.304000854492188,32.986000061035156,23.93400001525879,22.354999542236328,19.95199966430664,17.867000579833984,21.16900062561035,20.52199935913086,25.503000259399414,25.406999588012695,22.555999755859375,19.304000854492188,24.756999969482422,15.958999633789062,23.80500030517578,52.39099884033203,18.51300048828125,19.3799991607666,21.297000885009766,22.72100067138672,24.547000885009766,17.229000091552734,19.52400016784668,18.56800079345703,37.400001525878906,22.049999237060547,24.143999099731445,22.26300048828125,22.416000366210938,17.027000427246094,17.660999298095703
9,26.113000869750977,2347.14990234375,24.222000122070312,34.91600036621094,77.51499938964844,34.91600036621094,29.621000289916992,67.7760009765625,93.7300033569336,30.60300064086914,31.819000244140625,19.58300018310547,1693.2340087890625,36.9370002746582,82.97100067138672,121.80000305175781,25.812000274658203,19.160999298095703,23.21500015258789,29.239999771118164,232.58700561523438,129.3489990234375,29.21299934387207,28.899999618530273,49.76599884033203,73.42900085449219,111.9800033569336,20.570999145507812,22.676000595092773,14.404000282287598,36.73699951171875,23.39699935913086,69.85700225830078,25.389999389648438,23.013999938964844,1059.4830322265625,27.277000427246094,169.66200256347656,262.635009765625,62.8390007019043,31.25200080871582,152.21099853515625
10,25.95199966430664,145.01100158691406,22.843000411987305,24.170000076293945,95.00900268554688,38.94200134277344,28.981000900268555,96.10099792480469,155.9530029296875,32.084999084472656,22.503999710083008,19.341999053955078,1021.1929931640625,33.321998596191406,103.88400268554688,108.81400299072266,20.145000457763672,19.579999923706055,21.395000457763672,28.85700035095215,170.2779998779297,234.45700073242188,24.63800048828125,25.625999450683594,28.423999786376953,67.052001953125,129.24899291992188,23.409000396728516,16.618999481201172,21.405000686645508,32.632999420166016,23.31399917602539,24.3799991607666,20.02199935913086,23.086000442504883,858.5679931640625,25.739999771118164,185.34100341796875,354.1260070800781,67.16999816894531,69.43099975585938,264.9849853515625
