CELL_ID,X,Y
1,1002,3
2,2341,6
3,2521,4
4,933,6
5,1332,7
6,1260,7
7,2143,8
8,1962,8
9,1982,8
10,2002,7
11,2032,7
12,2072,7
13,1244,10
14,1700,11
15,2376,10
16,1941,12
17,2622,11
18,1577,15
19,1601,15
20,1812,17
21,2494,15
22,2015,17
23,1229,19
24,2470,19
25,1274,21
26,2327,21
27,1551,22
28,1647,21
29,1773,22
30,2103,22
31,1291,22
32,2066,23
33,2398,24
34,2526,24
35,879,27
36,1429,30
37,1345,31
38,1738,32
39,2194,31
40,935,33
41,1839,33
42,2090,33
43,2133,32
44,2503,32
45,2408,34
46,1261,36
47,1700,38
48,1954,36
49,1995,36
50,1676,37
51,2354,37
52,1590,39
53,2540,40
54,2075,44
55,1152,44
56,1220,44
57,2374,44
58,2486,45
59,1656,47
60,2158,45
61,2225,45
62,2287,46
63,2568,48
64,1251,49
65,1397,49
66,1773,48
67,1524,48
68,2242,50
69,2404,50
70,893,52
71,1178,51
72,2010,51
73,914,52
74,2521,53
75,2338,53
76,1949,55
77,2268,55
78,1195,57
79,1443,56
80,2180,58
81,1125,59
82,1816,58
83,1883,58
84,2205,59
85,2299,60
86,1730,61
87,867,62
88,2418,63
89,1853,64
90,1986,65
91,2323,64
92,2561,66
93,1222,67
94,1257,68
95,2144,66
96,2372,67
97,1240,68
98,2248,69
99,1527,71
100,2221,71
101,2267,70
102,1180,71
103,1508,71
104,1618,72
105,1918,71
106,2043,73
107,2294,74
108,1209,77
109,1464,75
110,2111,76
111,858,79
112,884,80
113,1529,82
114,2311,81
115,2006,81
116,2327,79
117,2388,81
118,925,83
119,1285,82
120,2436,84
121,1867,84
122,2266,85
123,2066,86
124,2183,83
125,2344,87
126,2414,86
127,1327,88
128,1810,89
129,1174,88
130,1470,90
131,1913,92
132,2200,91
133,2322,91
134,1756,92
135,2116,92
136,1838,92
137,1271,95
138,2247,95
139,1189,95
140,1887,97
141,1156,97
142,1302,99
143,2017,100
144,2376,99
145,1640,103
146,2265,102
147,2178,102
