CELL_ID,X,Y
1,2944,52
2,2816,58
3,2659,65
4,3049,72
5,3080,73
6,2678,75
7,3441,79
8,3492,80
9,2743,82
10,3016,84
11,3311,85
12,2964,88
13,3055,87
14,3355,85
15,2908,88
16,3238,89
17,2765,91
18,3272,92
19,3164,92
20,3202,93
21,2929,93
22,3181,94
23,3141,96
24,2745,96
25,3248,100
26,3016,103
27,3339,103
28,3163,108
29,3265,109
30,2536,111
31,2743,112
32,3180,116
33,3223,115
34,3196,116
35,3351,117
36,3290,118
37,3015,123
38,2929,124
39,2444,125
40,2974,125
41,2992,125
42,2498,126
43,3238,131
44,3359,133
45,3195,132
46,2955,135
47,3217,133
48,3178,135
49,2420,138
50,2939,139
51,3054,139
52,2359,141
53,2669,142
54,2729,142
55,3404,142
56,2642,144
57,2976,145
58,3207,146
59,3271,146
60,2998,148
61,3311,148
62,3252,149
63,3428,149
64,3228,151
65,2755,152
66,3379,150
67,2883,153
68,2943,155
69,3027,154
70,3187,154
71,3291,153
72,2790,155
73,3343,155
74,2642,159
75,2904,159
76,3401,160
77,3171,160
78,2268,162
79,2774,161
80,3281,164
81,2589,164
82,3207,164
83,3383,165
84,3233,166
85,3524,166
86,2739,168
87,3009,167
88,3078,168
89,3254,168
90,3332,169
91,3415,169
92,3305,170
93,3629,171
94,2574,173
95,2670,172
96,2782,173
97,3157,173
98,2319,174
99,2687,174
100,3102,173
101,3193,176
102,3482,175
103,2546,178
104,3176,180
105,2837,178
106,3379,180
107,2283,181
108,2765,182
109,3117,182
110,3219,181
111,2605,183
112,3254,183
113,3614,184
114,3236,185
115,2704,187
116,2804,186
117,3286,185
118,2484,187
119,2584,186
120,3717,187
121,3320,189
122,3466,190
123,3272,189
124,3422,189
125,3104,192
126,2725,194
127,3199,195
128,3637,195
129,3672,195
130,3299,197
131,2567,199
132,2798,199
133,3851,199
134,2204,201
135,3258,202
136,3218,203
137,2785,203
138,3064,203
139,3280,205
140,3183,204
141,3495,203
142,2416,205
143,2467,207
144,2821,208
145,3238,209
146,2395,210
147,3329,209
148,3394,210
149,3661,215
150,2190,215
151,2366,216
152,2480,217
153,3475,217
154,3640,218
155,2255,225
156,2500,224
157,3268,223
158,2381,225
159,2805,225
160,3429,226
161,2735,227
162,3230,229
163,3334,227
164,3031,229
165,3081,229
166,3145,229
167,2196,231
168,3316,231
169,3688,231
170,2355,232
171,2753,232
172,3674,231
173,3214,233
174,3944,234
175,3002,235
176,2454,236
177,2779,236
178,2382,239
179,3159,237
180,2487,241
181,3127,240
182,3487,241
